Folio	CIF	Nombre	Segundo Nombre	Primer Apellido	Segundo Apellido	Telefono	Domicilio	Estado	Plaza	Regional
263163	101520	Alvaro	Berta	de la Crúz	Madrigal	8519722313	"Continuación Valles 542 Edif. 564 , Depto. 601 San Laura de la Montaña, NAY 44842-6986"	San Luis Potosí	8	SUR
600653	248289	Estefanía	Eric	García	Valle	6721310302	"Circuito Mares 031 Edif. 922 , Depto. 363 Nueva Finlandia, NL 82010-6451"	Quintana Roo	6	SUR
750704	72669	Rosalia	Karla	Rodríquez	Sáenz	5725510011	"Pasaje Bahamas 115 444 Nueva Eslovenia, MICH 28068"	Yucatán	14	CENTRO
728012	679971	Elvia	César	Otero	Ulibarri	7397874349	"Peatonal Querétaro 177 587 Nueva Suriname, GTO 37237"	Yucatán	31	OCCIDENTE
349161	685263	José Luis	Felipe	Solís	Rocha	3954474487	"Avenida Distrito Federal 930 227 Nueva Tayikistán, SLP 72438"	Chiapas	8	CENTRO
901142	829083	Espartaco	Eduardo	Guajardo	Páez	4192455470	"Prolongación Sur Pelayo 321 Interior 039 San Teodoro los altos, GRO 05833-4891"	Baja California	13	OCCIDENTE
123923	157077	Georgina	Helena	Castañeda	Garrido	3798557530	"Corredor Gil 894 Edif. 542 , Depto. 297 San Evelio los bajos, VER 26508"	Baja California	30	NORTE
954525	313837	Inés	Graciela	Benítez	Valle	6156487677	"Periférico Salcido 760 391 San Úrsula de la Montaña, PUE 74376"	San Luis Potosí	47	CENTRO
50691	461936	David	Eloy	Jaramillo	Vergara	7487252413	"Avenida Prieto 935 Interior 543 Vieja Sudán del Sur, COL 58469"	Oaxaca	9	SUR
484276	286592	Araceli	Esperanza	Robledo	Henríquez	6584220707	"Peatonal Hidalgo 918 Edif. 004 , Depto. 659 San Delia los bajos, MOR 71510-8131"	Morelos	42	CENTRO
797568	294232	Ramiro	Guillermina	Valdivia	Pizarro	9227837968	"Boulevard Eritrea 367 Interior 300 Nueva San Vicente y las Granadinas, VER 18262"	San Luis Potosí	47	NORTE
945920	596340	Paulina	Ángel	Briseño	Muñiz	1871932033	"Avenida Veracruz de Ignacio de la Llave 500 023 San Ricardo de la Montaña, HGO 49455-6741"	Querétaro	50	SUR
108117	229713	Pedro	Sandra	Lebrón	Rocha	2783682996	"Ampliación República Centroafricana 320 Interior 944 Vieja Azerbaiyán, MICH 79115"	Baja California	2	NORTE
834524	437239	Georgina	Óscar	Tórrez	Bermúdez	7978208978	"Privada Barraza 466 170 San Juan Carlos de la Montaña, CHIS 10284"	Colima	18	SUR
697413	863220	Zoé	Nadia	Carrasco	Vásquez	3647357966	"Retorno Noruega 198 Edif. 368 , Depto. 477 San Aldonza los altos, SIN 54585-7634"	Puebla	32	OCCIDENTE
969589	648551	Marcela	Silvano	Benavídez	Roldán	6591265751	"Corredor Cedillo 835 Interior 885 Vieja República Democrática Popular Lao, HGO 30303-5197"	Sonora	8	NORTE
441571	188346	Eduardo	Benjamín	Menchaca	Parra	8423076918	"Corredor Veracruz de Ignacio de la Llave 429 543 San Joaquín los bajos, HGO 81586-3268"	Chiapas	5	OCCIDENTE
640515	71557	Porfirio	Cristobal	Rincón	Enríquez	5810315063	"Cerrada Sur Ruelas 452 777 Nueva Brunei Darussalam, OAX 89821"	Guanajuato	5	NORTE
861065	438479	Virginia	Hugo	Ulloa	Laureano	9828733208	"Boulevard Sur Acosta 592 521 Nueva Brunei Darussalam, TAB 42381-6518"	Distrito Federal	17	SUR
323786	12282	Noelia	Citlali	Soria	Nájera	9132970369	"Calle Norte Salas 868 Interior 062 San Leonardo los altos, JAL 04373-9669"	Hidalgo	6	OCCIDENTE
506289	497316	Héctor	Leonardo	Santacruz	de la Rosa	7178254862	"Callejón Ledesma 149 869 Vieja Países Bajos, DGO 57687"	Tlaxcala	11	SUR
804432	572367	Julia	Cornelio	Aragón	Cuellar	3293465098	"Calzada Norte Verdugo 507 Interior 837 Vieja Omán, CHIH 09853"	Guerrero	42	NORTE
970205	886052	Fabiola	Fabiola	Cabán	Negrón	8898493188	"Retorno Sur de Jesús 523 Edif. 134 , Depto. 168 San Lourdes de la Montaña, CAMP 04468"	San Luis Potosí	10	CENTRO
308232	480635	Abraham	María del Carmen	Olivo	Leal	1517871300	"Callejón Morelos 404 Interior 850 Nueva Sierra Leona, AGS 68446"	Morelos	34	CENTRO
883358	715854	Mariano	Bernardo	Portillo	Raya	2573761862	"Andador Feliciano 802 Edif. 576 , Depto. 888 Nueva Eslovenia, TAB 45021"	Tamaulipas	28	CENTRO
796670	393012	Jesús	Alma	Hinojosa	Macías	4236319944	"Viaducto Chiapas 820 Edif. 533 , Depto. 677 Vieja Ucrania, SON 23968"	Sonora	49	OCCIDENTE
513198	695255	Claudia	Karina	Montero	Trujillo	5523126738	"Callejón Durango 357 Interior 455 Nueva Paraguay, CAMP 18745"	Veracruz de Ignacio de la Llave	38	CENTRO
863262	429183	Angélica	Gilberto	Ornelas	Maya	8110516505	"Peatonal Norte Acevedo 769 144 San Jesús de la Montaña, GTO 61178"	Chihuahua	38	CENTRO
198230	081254	Anabel	Delia	López	Iglesias	1088613730	"Retorno Muñoz 524 Edif. 080 , Depto. 803 San María Elena de la Montaña, ZAC 87004-2908"	Baja California Sur	15	NORTE
656693	213012	Irma	Paola	Delgado	Verduzco	5920729997	"Calle Sonora 297 Interior 507 Vieja Arabia Saudita, AGS 31846"	San Luis Potosí	30	CENTRO
795188	496162	Mercedes	Lucía	de la Crúz	Vega	1803027950	"Retorno Aguascalientes 503 Edif. 495 , Depto. 270 San Germán los bajos, CHIH 51045"	Guanajuato	38	SUR
636474	791873	Alonso	Miguel	Villareal	Segura	5994282346	"Boulevard Guanajuato 149 Edif. 399 , Depto. 678 San César los bajos, COL 88323"	Campeche	30	NORTE
804444	566465	Jacinto	Liliana	Saldivar	Montemayor	4124827464	"Corredor Sur Ceballos 990 654 San Pamela los altos, COL 06005-3716"	Sonora	21	OCCIDENTE
43679	457093	Reina	Guillermina	Palomo	Leiva	3648548892	"Calzada Sonora 415 Edif. 179 , Depto. 169 Vieja Lesotho, COAH 79308-7507"	Morelos	17	NORTE
193715	435583	José	René	Mata	Burgos	2421684113	"Cerrada Norte Ordóñez 511 342 San Rodolfo los altos, NAY 45254"	Colima	36	NORTE
649589	884880	Patricio	Tomás	Tijerina	Zelaya	1405585132	"Andador Sur Navarro 069 Edif. 784 , Depto. 622 San Anabel de la Montaña, COAH 72636-8471"	Yucatán	16	CENTRO
393485	331701	Enrique	Leonel	Portillo	Vázquez	5955451814	"Eje vial Sur Ballesteros 608 097 San Sonia de la Montaña, PUE 49200"	Michoacán de Ocampo	21	CENTRO
909842	328590	Camila	Ofelia	Pedraza	Villalpando	1176997128	"Circuito Guerrero 398 Edif. 914 , Depto. 846 San Andrea de la Montaña, MEX 23903-5667"	Tabasco	50	CENTRO
160221	671449	Espartaco	Olivia	Chacón	Badillo	3424388772	"Circunvalación Aguascalientes 062 Interior 291 Vieja Japón, BCS 98843"	Sinaloa	18	NORTE
903859	806908	Jorge	Débora	Irizarry	Granado	2567034484	"Calzada Jurado 587 361 San Yolanda de la Montaña, QRO 02642"	Oaxaca	15	CENTRO
222989	749111	Olivia	Paola	Rosales	Ledesma	4775944142	"Calle Norte Covarrubias 355 Interior 970 Vieja Togo, PUE 55240-4231"	Querétaro	47	CENTRO
162762	108373	Lucas	Claudio	Ávalos	Dueñas	1748302465	"Callejón Querétaro 977 Interior 032 Nueva Samoa, NAY 21759-2278"	Coahuila de Zaragoza	4	NORTE
250330	782893	Jerónimo	Israel	Tejada	Rentería	6284181605	"Calle Norte Negrete 153 Edif. 121 , Depto. 849 Nueva ex República Yugoslava de Macedonia, AGS 83531-2646"	Campeche	44	OCCIDENTE
138399	828110	Iván	Hilda	Mata	Estévez	3849277073	"Privada Norte Candelaria 846 371 San Amelia los bajos, MOR 66607-5099"	Tlaxcala	37	SUR
697387	229484	Ramón	Anabel	Zelaya	Prado	4074985720	"Ampliación Norte Regalado 869 Edif. 984 , Depto. 553 San Silvano los bajos, ZAC 47910"	Baja California	27	OCCIDENTE
53984	890606	Mariana	Pascual	Pedraza	Jiménez	2470301958	"Cerrada Camboya 545 943 San Jaqueline los bajos, TAB 19496"	Baja California	3	OCCIDENTE
841530	448894	Miriam	Laura	Briseño	Ramos	1107324704	"Andador Chihuahua 407 Edif. 766 , Depto. 262 Nueva Maldivas, CHIS 94518"	México	35	SUR
633055	375546	Araceli	Olga	Serna	Escalante	8566627308	"Retorno Estados Unidos de América 463 936 San Emiliano los bajos, SON 11539"	Nuevo León	15	OCCIDENTE
364127	567692	Genaro	Horacio	Borrego	de la O	4187544284	"Prolongación Amaya 920 Edif. 452 , Depto. 233 San Blanca los bajos, NL 53288-2626"	Aguascalientes	20	NORTE
609679	815967	Cristobal	María Teresa	Castellanos	Vaca	4425075333	"Viaducto Montalvo 779 Edif. 020 , Depto. 305 Nueva Sierra Leona, SLP 71447"	México	37	SUR
55451	738781	Nancy	Benjamín	Granados	Velázquez	9761796373	"Viaducto Aguascalientes 714 029 Vieja Portugal, CHIS 93863"	Campeche	41	CENTRO
241011	476531	Carlota	Eric	Curiel	Vergara	4834314210	"Pasaje Sur Palomino 767 665 San José de la Montaña, JAL 18415"	Puebla	46	CENTRO
491345	602676	Carlota	Santiago	Grijalva	Espinal	1207365904	"Ampliación Norte Saucedo 502 Edif. 274 , Depto. 551 San Alonso de la Montaña, COL 97780"	Puebla	23	NORTE
540466	194504	Rolando	Esmeralda	Páez	Garay	8128514968	"Circunvalación Mozambique 073 960 Vieja Liberia, OAX 12918-1612"	Tlaxcala	20	NORTE
359640	179437	Dulce María	Mercedes	Escobedo	Angulo	4206001552	"Retorno Perú 323 094 Nueva Burkina Faso, NL 33038"	San Luis Potosí	12	NORTE
490361	332107	Aldonza	Antonio	Valdés	Montalvo	9686930209	"Continuación Mozambique 488 670 Nueva Swazilandia, SON 01064"	Sonora	26	CENTRO
167106	511371	Enrique	Claudia	Cornejo	Orellana	1485340988	"Diagonal Norte Casares 410 939 Vieja Vanuatu, MOR 43430-2722"	Tamaulipas	49	NORTE
331851	343314	Bernabé	Benjamín	Irizarry	Parra	1157150764	"Eje vial Norte Beltrán 321 Edif. 411 , Depto. 534 Nueva Chile, Q. ROO 80306"	México	8	NORTE
36397	532617	Bernabé	Cynthia	Segura	López	3968551021	"Andador Aragón 177 Edif. 498 , Depto. 370 Vieja ex República Yugoslava de Macedonia, NL 75738-5842"	Sinaloa	4	NORTE
748712	657118	Martha	Jonás	Calderón	Robles	8313614632	"Retorno Federación de Rusia 029 558 San Bianca de la Montaña, OAX 95373"	Guanajuato	35	CENTRO
72533	447399	Rodrigo	Diego	Mondragón	Polanco	1068308604	"Callejón Ghana 830 584 San José Luis los bajos, OAX 43067"	Tamaulipas	19	SUR
167909	60637	Emilio	José Eduardo	Naranjo	Rosales	9329253668	"Retorno Campeche 476 276 San Leonor los bajos, SON 96717"	Durango	40	NORTE
26000	521357	Noelia	Óliver	Velázquez	Holguín	8174645076	"Calle Colima 433 885 San Benjamín los altos, CAMP 89856-5182"	Colima	8	NORTE
771462	331341	Lorena	Yuridia	Castro	Iglesias	9873400649	"Calzada Barbados 632 Interior 055 San Citlali de la Montaña, GTO 31235"	Yucatán	2	NORTE
530773	973076	Humberto	Guadalupe	Zúñiga	Quiroz	9259856620	"Peatonal Baeza 737 604 San Gabino los bajos, VER 92213-9591"	San Luis Potosí	48	OCCIDENTE
687852	240909	Reina	Perla	Castro	Mejía	3279961998	"Avenida del Valle 180 096 Nueva Samoa, MICH 11862-3286"	Guerrero	15	SUR
95690	227547	María del Carmen	Israel	Navarro	Bonilla	5866901835	"Corredor Madera 276 Interior 351 Nueva Kiribati, BCS 76644-8894"	Distrito Federal	25	SUR
537233	108660	Dulce María	Amanda	Ruelas	Murillo	7163841545	"Ampliación Côte d'Ivoire 571 800 Nueva Gabón, QRO 42661-9578"	Durango	5	CENTRO
631242	271959	Jorge	Irene	Padrón	Zayas	5560095912	"Calzada Sur Morales 712 Interior 347 Vieja Etiopía, GRO 60006"	Zacatecas	9	NORTE
191934	244989	Elias	Esteban	Mayorga	Muro	7365180511	"Periférico Norte Téllez 092 691 Vieja Timor-Leste, SON 16285-3326"	Tabasco	49	NORTE
824014	301751	Jonás	Jaqueline	Pelayo	Mercado	6960688660	"Periférico Sur Pizarro 111 519 Nueva Guinea Ecuatorial, DGO 25556-4559"	Chiapas	11	CENTRO
339069	143664	Cristina	Teodoro	Muro	Regalado	4495215844	"Continuación Olivo 677 Interior 765 San Andrea los bajos, COAH 16261"	Tlaxcala	26	NORTE
3901	308155	Leonel	Rodolfo	Olivares	Gaitán	1181912979	"Viaducto Nuevo León 698 Interior 428 Vieja Rumania, GRO 22910-8038"	Puebla	38	CENTRO
266510	857439	Aldo	Lilia	Saavedra	Ochoa	6448178455	"Boulevard Aguascalientes 782 815 San Gustavo los bajos, GRO 89098-3907"	Querétaro	44	CENTRO
940981	363147	Daniel	Teresa	Niño	Perea	4935797564	"Peatonal Marín 612 Interior 753 Nueva Chile, NAY 08655"	Baja California	16	NORTE
775278	66417	Anel	Fernando	Pantoja	Jaime	5414946998	"Eje vial Pelayo 273 Edif. 963 , Depto. 375 Vieja Uzbekistán, QRO 23647"	Tabasco	30	CENTRO
716477	231679	Delia	Juan	Pineda	Carrillo	8721705755	"Corredor Chipre 107 Interior 398 Vieja Irán, COL 60047-1118"	Campeche	2	OCCIDENTE
991466	177706	Antonia	Javier	Dávila	Correa	8651956633	"Circuito Coahuila de Zaragoza 719 Interior 589 Nueva Micronesia, CHIS 65884"	Querétaro	20	OCCIDENTE
98253	371751	Gregorio	Ana	Chacón	Aguayo	5731664924	"Calzada Sur Ochoa 574 Edif. 096 , Depto. 793 Vieja Cabo Verde, MEX 40210-9983"	Hidalgo	8	NORTE
281884	690190	Frida	Julia	Granados	Vaca	4792437694	"Callejón Veracruz de Ignacio de la Llave 809 Edif. 440 , Depto. 356 Nueva Colombia, DF 22670-1060"	Yucatán	8	OCCIDENTE
920046	310905	Zacarías	Rocío	Sevilla	Tejada	9715071805	"Andador Norte Barrios 548 Interior 681 San Julio César los altos, TAMPS 05055-8365"	Coahuila de Zaragoza	11	OCCIDENTE
343075	11654	Clemente	Catalina	Madera	Garibay	9737411678	"Callejón Carrero 396 Interior 020 Nueva Túnez, COAH 37460"	Colima	17	CENTRO
618131	860987	Mario	Karina	Menéndez	Becerra	3011941631	"Peatonal Arevalo 972 033 San Débora de la Montaña, HGO 57500"	Distrito Federal	25	CENTRO
513890	186634	Eugenio	José Luis	Soto	Santacruz	4456813428	"Callejón Quintana Roo 026 Interior 722 Vieja Bolivia, TLAX 27530"	Tamaulipas	9	CENTRO
306967	705795	Verónica	Indira	Tapia	Olivo	2743163556	"Callejón Tamaulipas 831 359 Vieja Lituania, OAX 86840-2711"	Tlaxcala	45	NORTE
506865	974237	Gloria	Cristobal	Gutiérrez	Rivas	6340393370	"Privada Sur Jimínez 796 Interior 231 Vieja Jamaica, Q. ROO 57922-4310"	Aguascalientes	35	NORTE
461993	275990	Hugo	Darío	Ulibarri	Cabrera	7304973589	"Privada Sepúlveda 608 458 San Lucía los bajos, COL 90834"	Querétaro	3	SUR
123749	132058	Patricio	Marisela	Rivero	Acevedo	3505042489	"Andador Países Bajos 713 Interior 817 San Juana los bajos, YUC 24540"	Yucatán	13	SUR
511087	132549	María	Noelia	Escobar	Adame	7187486716	"Viaducto México 467 Edif. 259 , Depto. 887 San Cristal de la Montaña, SLP 19667-6581"	Baja California	25	SUR
531045	977907	Juan Carlos	Pilar	Cortés	Ávila	1926427946	"Prolongación Norte Sevilla 638 Interior 999 Vieja Uganda, MICH 69845"	Jalisco	17	SUR
475051	943525	Genaro	Violeta	Montero	Pineda	2542696514	"Cerrada Sur Tijerina 739 Edif. 674 , Depto. 906 Vieja Polonia, DGO 65387"	Morelos	48	NORTE
580742	537695	Omar	Marisol	Cedillo	Murillo	2956949772	"Retorno Caraballo 835 237 San Irene los altos, GRO 37497"	Zacatecas	38	OCCIDENTE
339454	410340	Ángel	Elisa	Uribe	Botello	9385379471	"Diagonal Olivera 948 Interior 612 San Ramiro los altos, COAH 44973-5807"	Sinaloa	11	OCCIDENTE
462205	525307	Clara	Evelio	Girón	Garibay	1729170300	"Prolongación Sur Riojas 249 Interior 964 San María Teresa de la Montaña, PUE 63582"	Guanajuato	6	SUR
368552	962314	Helena	Carolina	de la Garza	Salazar	9854722895	"Peatonal Sur González 111 584 Nueva Luxemburgo, MICH 01631-2748"	Baja California	14	CENTRO
209139	720673	Jerónimo	Julia	Camacho	Garay	9979099829	"Privada Georgia 556 Interior 760 Nueva Tailandia, NL 31632-2046"	Hidalgo	44	NORTE
239787	226563	Mateo	Zeferino	Rolón	Gil	7003250997	"Diagonal Singapur 767 Interior 618 Vieja Letonia, BCS 64738-2711"	Hidalgo	19	NORTE
995041	493466	Elsa	Jacobo	Aguilera	Bravo	5240247720	"Pasaje Holguín 485 Edif. 647 , Depto. 678 San René de la Montaña, MICH 48905-0564"	Sinaloa	27	NORTE
777481	225841	José Carlos	Ivonne	Zayas	Canales	7534207639	"Circuito Campeche 505 Interior 798 San Alfredo los altos, Q. ROO 63234-8922"	Guanajuato	13	SUR
971105	853387	Zacarías	José Luis	Rodríguez	Reyes	4532485346	"Retorno Norte Márquez 178 Interior 896 San Cornelio los bajos, GTO 76491"	Durango	16	CENTRO
301074	545356	Patricia	Clemente	Guillen	Rael	1943590031	"Viaducto Puebla 993 668 San Andrea los bajos, TAMPS 30944-1020"	Aguascalientes	1	OCCIDENTE
13441	210791	Berta	Augusto	Baca	Delgadillo	2996374317	"Retorno Durango 132 Interior 665 Nueva Senegal, COL 35641"	Puebla	15	OCCIDENTE
443418	914474	Benjamín	Augusto	Berríos	Tello	1731714058	"Corredor Norte Zaragoza 055 Interior 601 San Pilar los altos, BC 41576"	Quintana Roo	3	NORTE
793868	784151	Alvaro	Clara	Tirado	Pineda	6686027030	"Calzada Norte Mena 941 Interior 817 San Micaela de la Montaña, MICH 13678-3257"	Aguascalientes	43	NORTE
139078	627826	Gabriel	Abraham	Hernádez	Gamez	3478170851	"Callejón Baja California 515 Edif. 562 , Depto. 612 Nueva Granada, VER 34528"	Guanajuato	28	CENTRO
410143	949902	Rodrigo	Tania	Salas	Arteaga	9995815134	"Viaducto Oaxaca 782 Edif. 924 , Depto. 699 Nueva Armenia, COL 50739"	Nayarit	4	NORTE
500444	556867	Tania	Marisol	Gaona	Lozano	5301851451	"Andador Argelia 472 922 San Mario de la Montaña, COL 85890-9671"	Sonora	21	SUR
905158	18090	Cristian	Luisa	Elizondo	Zayas	1029680735	"Prolongación México 014 Edif. 491 , Depto. 336 San Raquel los altos, COL 88178-0908"	Oaxaca	17	OCCIDENTE
822011	698	Carolina	Carla	Rosales	Garica	3721146204	"Circuito Sur Arevalo 297 Edif. 505 , Depto. 128 Vieja Turkmenistán, ZAC 11772"	Chihuahua	34	CENTRO
536689	4390	Jesús	Aurelio	Jaimes	Olivera	9885776529	"Privada Nayarit 213 Edif. 261 , Depto. 522 San María los altos, YUC 07756-7657"	Veracruz de Ignacio de la Llave	10	SUR
769467	725164	Karla	Arcelia	Apodaca	Delgadillo	3097436966	"Calzada Tamaulipas 033 Interior 032 San Mauricio de la Montaña, NAY 45160-6066"	Jalisco	28	CENTRO
915837	265653	Vanesa	Alma	Muro	Ávalos	2549223874	"Andador Jamaica 095 Interior 850 San Francisco Javier los altos, SON 20808"	Tabasco	39	SUR
471692	890393	Abelardo	Zacarías	Nájera	Ríos	4515895747	"Eje vial Puebla 988 Interior 561 San Gregorio los altos, PUE 32555"	Baja California	15	CENTRO
353827	428840	Norma	Violeta	Flórez	Velásquez	5769613354	"Andador Sur Lozada 139 134 San Raúl los bajos, COAH 32376-6193"	Jalisco	28	OCCIDENTE
78270	240926	Antonio	Rolando	Barreto	Núñez	9199875424	"Diagonal Meraz 287 Edif. 695 , Depto. 474 San Renato los bajos, COL 61898"	Coahuila de Zaragoza	50	OCCIDENTE
933538	955660	Beatriz	Indira	de León	Rentería	4251548441	"Retorno Baja California Sur 593 584 San Emilia los bajos, MICH 11144"	Campeche	49	NORTE
584045	861307	Eloisa	Salma	Velasco	Urías	6693647810	"Calle Sur Henríquez 044 Interior 314 San Rosalia los altos, DGO 53273"	Tamaulipas	39	SUR
389142	66858	Dalia	Conchita	Valdivia	Ornelas	4991757198	"Andador Marruecos 817 205 Nueva Papua Nueva Guinea, NL 23503"	Aguascalientes	35	CENTRO
773163	137034	Cornelio	Dulce María	Montero	Aponte	7320191999	"Corredor Ibarra 691 Edif. 264 , Depto. 163 San Diego los bajos, CHIH 17260"	Querétaro	10	NORTE
598389	977910	Jacinto	Abelardo	Hernández	Valentín	5003509670	"Calzada Puebla 226 Interior 569 San Rocío los bajos, SON 66653"	Morelos	7	NORTE
290263	121110	María José	José Manuél	Luevano	Castellanos	4327355350	"Andador Ceballos 051 Edif. 872 , Depto. 750 San Eloy los altos, CHIH 80773-3640"	Oaxaca	38	SUR
832603	975160	Gabino	Esparta	Portillo	Alfaro	5951889453	"Circunvalación Etiopía 446 Interior 971 San Gabriela los bajos, COAH 47878-1582"	Coahuila de Zaragoza	15	NORTE
289749	201681	Mariana	Timoteo	Urbina	Esquibel	2184598095	"Callejón Tamaulipas 481 Edif. 215 , Depto. 994 San Guillermo de la Montaña, TAMPS 68291-6680"	Sonora	22	CENTRO
132879	575463	María Eugenia	Gloria	Marroquín	Muñiz	4202378977	"Calzada Velasco 671 Interior 655 San María Teresa los altos, MOR 99843"	Oaxaca	28	OCCIDENTE
476534	849370	Francisca	Beatriz	Niño	Olivas	2272615375	"Circunvalación Sur Paredes 655 Edif. 219 , Depto. 164 San Julio César de la Montaña, DF 32734"	Tlaxcala	23	CENTRO
41221	689279	Mateo	Horacio	Negrete	Girón	3849190096	"Avenida Austria 492 Edif. 710 , Depto. 277 Nueva Turquía, VER 91770-6766"	San Luis Potosí	8	SUR
156763	694947	Ángel	Nicolás	Sarabia	Ochoa	8663486716	"Circuito Chihuahua 307 Edif. 557 , Depto. 436 Nueva Turkmenistán, SIN 63949-1243"	Sonora	49	OCCIDENTE
190498	241152	Espartaco	David	Alva	Martínez	4004371393	"Callejón Tailandia 954 Edif. 224 , Depto. 933 San José Manuél los altos, DF 35702"	Tabasco	26	CENTRO
49934	537299	Magdalena	Felipe	Salas	Olivo	5256034537	"Circunvalación Marruecos 225 029 Vieja Djibouti, CAMP 49924-8518"	Distrito Federal	26	SUR
658150	257017	Guillermo	Adela	Benavídez	Manzanares	6964544608	"Viaducto Samoa 879 Interior 019 Nueva Dinamarca, SIN 34663-8834"	Nuevo León	16	OCCIDENTE
12366	971020	Silvia	Carlos	Serrano	Zarate	2253035210	"Circuito Puebla 067 Edif. 555 , Depto. 161 San Margarita los altos, MEX 64370"	Sonora	46	CENTRO
207959	180646	Elena	Asunción	Lozada	Luevano	6254315037	"Continuación Valdivia 673 Interior 751 Nueva Comoras, AGS 29976"	Veracruz de Ignacio de la Llave	27	NORTE
36342	97692	Gonzalo	Renato	Portillo	Guardado	3792553271	"Andador Pantoja 510 Edif. 367 , Depto. 348 Nueva Nauru, VER 45762"	Tlaxcala	50	NORTE
753746	479225	Gonzalo	Martha	Montes	Morales	8509785759	"Prolongación Arredondo 848 Edif. 616 , Depto. 561 Vieja Gambia, HGO 76577"	México	33	CENTRO
604366	572763	Araceli	Celia	Peña	Barragán	8830932399	"Prolongación Lesotho 674 191 San Perla los altos, BCS 07701-7359"	Guanajuato	24	NORTE
276170	830710	Cecilia	Aida	Huerta	Soto	6255865304	"Continuación Santiago 767 676 Vieja Guatemala, PUE 42213"	Chiapas	36	NORTE
448479	89515	Adalberto	Luisa	Carrero	Corona	4443224283	"Avenida Aguayo 400 Edif. 946 , Depto. 280 Nueva Malta, COL 43826-7359"	Yucatán	41	CENTRO
695486	20773	Uriel	Elias	Pichardo	Mora	5391158303	"Callejón Timor-Leste 570 845 San Marcos los bajos, TLAX 05081-8073"	Nuevo León	3	OCCIDENTE
818521	133608	Sandra	Lilia	Saavedra	Loya	9914227155	"Andador Norte Cardona 035 Edif. 610 , Depto. 156 Vieja Irán, CHIH 20852"	Baja California Sur	28	NORTE
210824	746123	Natalia	Mónica	Valencia	Pérez	4242260413	"Ampliación Finlandia 866 Edif. 635 , Depto. 302 San Teodoro de la Montaña, SIN 51882-6094"	Querétaro	43	OCCIDENTE
